id,latex,language,pronunciation
10744,"F^\epsilon (r) = F(r+\epsilon F_1(r)I), \Gamma^\epsilon = \{ r+\epsilon F_1(r)I | \ r\in \Gamma \}.",eng,"Eff superscript epsilon of r equals eff of the quantity r plus epsilon times eff one of r times i,\,, gamma superscript epsilon equals the set curly bracket r plus epsilon eff one of r times i, such that r is an element of gamma, close curly bracket."
10745,"F^\epsilon (r) = F(r+\epsilon F_1(r)I), \Gamma^\epsilon = \{ r+\epsilon F_1(r)I | \ r\in \Gamma \}.",eng,"Eff to the power epsilon of r is eff of open parenthesis r plus epsilon times eff one of r times i, close parenthesis,\,, gamma to the power epsilon is the set of all r plus epsilon eff one of r times i, where r belongs to gamma."
10748,P_{\alpha}(Z) = Q(Z) \prod_{i=1}^{m}(Z-a_i).,eng,1. P sub alpha of Z equals Q of Z times the product from i equals one to m of open parenthesis Z minus a sub i close parenthesis.
10749,P_{\alpha}(Z) = Q(Z) \prod_{i=1}^{m}(Z-a_i).,eng,2. P alpha of Z is equal to Q of Z multiplied by the product for i from 1 to m of Z minus a sub i.
10752," {B_n (mx)} = {m^{n - 1}}\sum_{k = 0}^{m - 1} {B_n\Big( {x + \frac{k}{m}} \Bigr)},m \geq1.",eng,B sub n of open bracket m times x close bracket equals m raised to the power of n minus one times the summation from k equals zero to m minus one of B sub n open bracket x plus k over m close bracket for m greater than or equal to one.
10753," {B_n (mx)} = {m^{n - 1}}\sum_{k = 0}^{m - 1} {B_n\Big( {x + \frac{k}{m}} \Bigr)},m \geq1.",eng,"B to the n of parenthesis m times x equals m to the n minus one times the sum from k equals zero to m minus one of B to the n of parenthesis x plus k over m parenthesis, for m greater than or equal to one."
10756,\widehat{R}^{im}_{\phantom{ij}\ell m } = 0 ,eng,hat R superscript i m sub l m equals zero
10757,\widehat{R}^{im}_{\phantom{ij}\ell m } = 0 ,eng,R hat raised to the power of i m with the subscript l m is zero
10760,25{\tilde{k}_U}=(45\pm\frac{5\sqrt{69}}{2})\tilde{k}_T+(42\pm9\sqrt{69})\tilde{k}_W~.,eng,twenty-five times k-tilde sub U equals forty-five plus or minus five times the square root of sixty-nine divided by two times k-tilde sub T plus forty-two plus or minus nine times the square root of sixty-nine times k-tilde sub W.
10761,25{\tilde{k}_U}=(45\pm\frac{5\sqrt{69}}{2})\tilde{k}_T+(42\pm9\sqrt{69})\tilde{k}_W~.,eng,twenty-five times tilde k sub U is equal to the sum of forty-five plus or minus five over two times the square root of sixty-nine times tilde k sub T and forty-two plus or minus nine times the square root of sixty-nine times tilde k sub W.
10764,v=d_1+4,eng,v equals d sub one plus four
10765,v=d_1+4,eng,v is equal to d one plus four
10768,\prod_{j\le i} G_j= G^*_i \longrightarrow \prod_{j< i} G_j = \lim_{j<i} G_j^*,eng,The product over j less than or equal to i of G_j equals G_star_i then tends to the product over j less than i of G_j equals the limit as j approaches i of G_j_star.
10769,\prod_{j\le i} G_j= G^*_i \longrightarrow \prod_{j< i} G_j = \lim_{j<i} G_j^*,eng,"For all j less than or equal to i, the product of G_j is G-star of i, which implies the product for j less than i of G_j becomes the limit of G_j-star as j nears i."
10772, \left \|\sum_{j=i}^d \beta_j \binom{j}{i}\ell^i b^{j-i} \right\| \ll N^{-i} \delta(N)^{-O({A/B})} ,eng,The norm of the sum from j equals i to d of beta sub j times the binomial of j choose i times ell to the i times b to the power of j minus i is much less than N to the negative i times delta of N to the negative O of A over B.
10773, \left \|\sum_{j=i}^d \beta_j \binom{j}{i}\ell^i b^{j-i} \right\| \ll N^{-i} \delta(N)^{-O({A/B})} ,eng,"The magnitude of the series starting at j equals i up to d involving beta j with the combinatorial coefficient of j over i, multiplied by ell to the i and b to the j minus i, is much smaller compared to N to the minus i multiplied by delta function of N elevated to the minus big O of A over B."
10776,"\quad\forall h\in X^B, ~\forall (m, b)\in M\times B,~~ (f^B(h))(m, b) = fh (m,b).",eng,"For all h in X superscript B, for all m, b in M cross B, the function f superscript B of h at m, b equals f of h at m, b."
10777,"\quad\forall h\in X^B, ~\forall (m, b)\in M\times B,~~ (f^B(h))(m, b) = fh (m,b).",eng,"For every h belonging to X raised to the power of B, and for each pair m and b in M multiplied by B, f superscript B of h applied to m and b equals f of h evaluated at m and b."
10780," {\varepsilon}=F(x^0,x^1,Z){\Delta\sqrt{- \det g^{ij}}}",eng,"Epsilon equals F of x naught, x one, Z, times the change in the square root of negative the determinant of g i j."
10781," {\varepsilon}=F(x^0,x^1,Z){\Delta\sqrt{- \det g^{ij}}}",eng,"Epsilon equals F of x zero, x one, Z, times delta square root of minus the determinant of g i j."
10784,R=\{\Gamma:\Gamma \in J \textrm{ and } \phi_\Gamma(a)(s^\Gamma)=c(\phi(a)(s))_\Gamma\}.,eng,1. Are equals the set of gamma such that gamma belongs to J and phi sub gamma of a evaluated at s superscript gamma equals c times phi of a at s sub gamma.
10785,R=\{\Gamma:\Gamma \in J \textrm{ and } \phi_\Gamma(a)(s^\Gamma)=c(\phi(a)(s))_\Gamma\}.,eng,2. R is the collection of all gamma where gamma is a member of J and phi index gamma of a applied at s top index gamma equals c of phi of a at s under gamma.
10788,\nabla_k\nabla_{\bar{j}}v_i=\nabla_{\bar{j}}\nabla_kv_i-R_{k{\bar{j}}i{\bar{l}}}v_l.,eng,nabla sub k nabla sub bar j v sub i equals nabla sub bar j nabla sub k v sub i minus R sub k bar j i bar l v sub l
10789,\nabla_k\nabla_{\bar{j}}v_i=\nabla_{\bar{j}}\nabla_kv_i-R_{k{\bar{j}}i{\bar{l}}}v_l.,eng,del k del conjugate j of v i is equal to del conjugate j del k of v i minus R of k conjugate j i conjugate l times v l
10792,"G\,=\,G^0_3\,G_{12}\,T_{12,23}\,G_{23}\,G^0_1\,+\,\cdots",eng,G equals G naught three G twelve T twelve comma twenty-three G twenty-three G naught one plus dot dot dot
10793,"G\,=\,G^0_3\,G_{12}\,T_{12,23}\,G_{23}\,G^0_1\,+\,\cdots",eng,G equals G zero three G subscript twelve T two one two three G subscript two three G zero one plus ellipsis
10796,-{r^2\over r_0^2} dt^2 + {r_0^2 \over r^2} dr^2 + r_0^2 d\theta^2,eng,"negative r squared over r naught squared, d t squared, plus r naught squared over r squared, d r squared, plus r naught squared d theta squared"
10797,-{r^2\over r_0^2} dt^2 + {r_0^2 \over r^2} dr^2 + r_0^2 d\theta^2,eng,"minus r to the power of two over r zero squared, delta t to the power of two, plus r zero squared over r to the power of two, delta r squared, plus r zero squared delta theta squared"
10800,\sum_\ell \Gamma_1^\ell \cdots \Gamma_p^\ell,eng,sigma sub ell gamma one superscript ell up to gamma p superscript ell
10801,\sum_\ell \Gamma_1^\ell \cdots \Gamma_p^\ell,eng,summation over ell of gamma one to ell through gamma p to ell
10804,\frac{1}{2 \pi} \int (F - F') d^3x = 1.,eng,"One over two pi, the integral of F minus F prime, d cubed x equals one."
10805,\frac{1}{2 \pi} \int (F - F') d^3x = 1.,eng,Half pi times the integral of F minus F prime d cubed x is equal to one.
10808,L(x'(t))=-x(0))\circleddash (-pL(x(t)).,eng,L of x prime of t equals negative x of zero circled dash negative p times L of x of t.
10809,L(x'(t))=-x(0))\circleddash (-pL(x(t)).,eng,L of the derivative of x with respect to t equals minus x evaluated at zero circled dash minus p times the Laplace transform of x at time t.
10812,"- (1/8\pi)\log \mu^2 \int d^2\!x \sqrt{g}\, (\nabla\phi)^2,",eng,one eighth pi log mu squared integral d squared x square root g gradient phi squared
10813,"- (1/8\pi)\log \mu^2 \int d^2\!x \sqrt{g}\, (\nabla\phi)^2,",eng,one over eight pi times log mu squared integrated over d squared x times the square root of g multiplied by the gradient of phi squared
10816,{\rm div}_{\omega}(Z)\omega=\mathcal{L}_Z\omega,eng,div sub omega of Z omega equals script L sub Z omega
10817,{\rm div}_{\omega}(Z)\omega=\mathcal{L}_Z\omega,eng,dee eye vee sub omega of Z omega is equal to script L sub Z omega
10820,n_{123}(\pi)=X_{123}(T)=\sum_{\nu=1}^n \binom{h_L(\nu)}2,eng,n sub one hundred twenty-three of pi equals x sub one hundred twenty-three of T equals the sum from nu equals one to n of the binomial coefficient of h of L of nu choose two.
10821,n_{123}(\pi)=X_{123}(T)=\sum_{\nu=1}^n \binom{h_L(\nu)}2,eng,n one two three of pi equals x one two three of T equals the sum from nu equals one to n of the binomial coefficient of h L nu choose two.
10824,"a_n(0)f_{m,n+1}(0) + mg_{m,n}(0)=q_{m,n}(0).",eng,A sub n of zero f sub m comma n plus one of zero plus m g sub m comma n of zero equals q sub m comma n of zero.
10825,"a_n(0)f_{m,n+1}(0) + mg_{m,n}(0)=q_{m,n}(0).",eng,A n zero f m n plus one zero plus m g m n zero equals q m n zero.
10828," \rho(z) f := e^{-\pi i x\xi} e^{2 \pi i \xi} f(\cdot-x), z=(x,\xi)\in {\mathbb{R}^{2d}},",eng,"Row of z, f assigns e to the power of negative pi i x xi, and e to the power of 2 pi i xi, f of dot minus x, where z equals x and xi in real to the power of 2d."
10829," \rho(z) f := e^{-\pi i x\xi} e^{2 \pi i \xi} f(\cdot-x), z=(x,\xi)\in {\mathbb{R}^{2d}},",eng,"Rho of z, f defined as e raised to the negative pi i x xi, multiplied by e raised to the 2 pi i xi, times f of point minus x, where z equals x comma xi belonging to the real squared dimensional space."
10832,"I^c =\mp{\pi b \sqrt{1 - \Lambda a^2}\over 2G}\ \ ,",eng,I raised to the c equals plus or minus pi times b square root of one minus Lambda a squared over two G.
10833,"I^c =\mp{\pi b \sqrt{1 - \Lambda a^2}\over 2G}\ \ ,",eng,"I to the power of c equals positive or negative pi b times the square root of one minus Lambda a squared, divided by two G."
10836,"D(x,y)=\frac{1}{(2\pi)^D}\int d ^Dp\frac{e^{-ip(x-y)}}{p^2+m^2}",eng,One over open parenthesis two pi close parenthesis to the power of D end parenthesis integral D raised to the power of p d multiplied by exponential of negative i p parentheses x minus y all divided by p squared plus m squared.
10837,"D(x,y)=\frac{1}{(2\pi)^D}\int d ^Dp\frac{e^{-ip(x-y)}}{p^2+m^2}",eng,"One divide by open bracket two pi end bracket with a power of D, integral D power p, d into exponential of minus i p open bracket open paren x subtract y close paren close bracket, all over p squared plus m squared."
10840,"L(x,y,v_x,v_y)=(v_x)^2+v_x v_y- V(x)",eng,"L of x, y, v sub x, v sub y equals v sub x squared plus v sub x v sub y minus V of x"
10841,"L(x,y,v_x,v_y)=(v_x)^2+v_x v_y- V(x)",eng,"Ell of x, y, v sub x, v sub y is equal to v sub x squared plus the product of v sub x and v sub y minus V of x"
10844,"\Delta(f_m',g_m')=\frac{\Gamma(f_m')+\Gamma(f'_m,g'_m)}{1+\Gamma(g'_m)},",eng,"Delta of f prime m and g prime m equals the fraction with the gamma of f prime m plus gamma of f prime m and g prime m in the numerator, and one plus gamma of g prime m in the denominator."
10845,"\Delta(f_m',g_m')=\frac{\Gamma(f_m')+\Gamma(f'_m,g'_m)}{1+\Gamma(g'_m)},",eng,"Delta f sub m prime, g sub m prime equals the quantity of gamma f sub m prime plus gamma of the pair f sub m prime and g sub m prime, all over one plus gamma of g sub m prime."
10848,"-\rho_{j-1} \partial_x u_{j-1}(j)+ \rho_j \partial_x u_{j}(j)= 0,\, j = 1,...,N-1. \\",eng,negative rho sub j minus one partial x u sub j minus one of j plus rho sub j partial x u sub j of j equals zero where j is one to n minus one
10849,"-\rho_{j-1} \partial_x u_{j-1}(j)+ \rho_j \partial_x u_{j}(j)= 0,\, j = 1,...,N-1. \\",eng,"minus rho at j minus one partial derivative of x u at j minus one of j plus rho at j partial derivative of x u at j of j equals zero, for j equals one through n minus one"
10852,"d\ss_n=g_n(x)dx+\kappa_n, \kappa_n \perp dx.",eng,"dee ess sub n equals gee sub n of ex dee ex plus kappa sub n, where kappa sub n is perpendicular to dee ex."
10853,"d\ss_n=g_n(x)dx+\kappa_n, \kappa_n \perp dx.",eng,"dee s sub n is given by gee sub n of ex dee ex added to kappa sub n, with kappa sub n orthogonal to dee ex."
10856,"\int_0^\tau M_s^NdM_s^T=\beta_{\int_0^\tau (M^N_s)^2ds},",eng,The integral from zero to tau of M sub s to the N dM sub s to the T equals beta sub the integral from zero to tau of M to the N sub s squared ds.
10857,"\int_0^\tau M_s^NdM_s^T=\beta_{\int_0^\tau (M^N_s)^2ds},",eng,Integral from 0 to tau of M_s raised to the power N dM_s raised to the power T equals beta of the integral from 0 to tau of the square of M to the N sub s ds.
10860,\sum_{j=0}^i (-1)^j(qp)^{\frac{j(j-1)}{2}}\binom{i}{j}_{qp}=\begin{cases} 1 & \\ 0 &\end{cases} ,eng,"Summation from j equals zero to i of negative one to the power of j, times open parenthesis q p close parenthesis, raised to the power of fraction with j times j minus one over two, times the q p binomial coefficient of i choose j, equals open brace one if condition is met, zero if otherwise."
10861,\sum_{j=0}^i (-1)^j(qp)^{\frac{j(j-1)}{2}}\binom{i}{j}_{qp}=\begin{cases} 1 & \\ 0 &\end{cases} ,eng,"Sum over j equals zero to i of negative one raised to j, multiplied by q p in parenthesis raised to the power of j times j minus one over two, multiplied by the q p combination number of i choose j, resulting in curly braces one for the first condition, zero for the second condition."
10864,A=\cos{\theta_1} d\phi_1+\cos{\theta_2} d\phi_2 +{u^2 \over 2(1+u^2/6)}(d\psi+\cos\theta d\phi).,eng,A equals cosine theta one dee phi one plus cosine theta two dee phi two plus u squared over two times one plus u squared over six times the derivative of psi plus cosine theta dee phi.
10865,A=\cos{\theta_1} d\phi_1+\cos{\theta_2} d\phi_2 +{u^2 \over 2(1+u^2/6)}(d\psi+\cos\theta d\phi).,eng,A is cosine theta one d phi one plus cosine theta two d phi two plus open parenthesis u squared over two open parenthesis one plus u squared over six close parenthesis close parenthesis times open parenthesis d psi plus cosine theta d phi close parenthesis.
10868," u^k(x)\, d_{\frac{1}{2}}u^k(x,y) = \frac{1}{2} \frac{|u(x)-u(y)|^2}{|x-y|^{\frac{1}{2}}}.",eng,u to the power of k of x times d sub one-half of u to the power of k of x comma y equals one-half times the absolute value of u of x minus u of y squared over the distance between x and y raised to the one-half.
10869," u^k(x)\, d_{\frac{1}{2}}u^k(x,y) = \frac{1}{2} \frac{|u(x)-u(y)|^2}{|x-y|^{\frac{1}{2}}}.",eng,u superscript k x multiplied by d subscript one-half u superscript k of x y equals one divided by two times the absolute value of u of x minus u of y squared divided by the absolute value of x minus y to the power of one-half.
10872,"L(x,y) = 1 + \sum_{n=1}^\infty L_n(y)x^{n} U(x,y) = 1 + \sum_{n=1}^\infty \frac {U_n(y)}{x^n}",eng,L of x comma y equals one plus the sum from n equals one to infinity of L sub n of y times x to the power n. U of x comma y equals one plus the sum from n equals one to infinity of U sub n of y over x to the power n.
10873,"L(x,y) = 1 + \sum_{n=1}^\infty L_n(y)x^{n} U(x,y) = 1 + \sum_{n=1}^\infty \frac {U_n(y)}{x^n}",eng,L of x y equals one plus summation from n equals one to infinity L sub n y times x raised to n. U x y equals one plus summation from n equals one to infinity U sub n y divided by x raised to n.
10876,"\tau^{(\ell)}:= \left(\frac{\tau^2}{32\Omega}\right)^{\lceil \frac{2\Omega}\tau\rceil -\ell +2}\;,",eng,American: tau superscript left parenthesis ell right parenthesis colon equals left parenthesis tau squared divided by thirty-two omega right parenthesis to the power of ceiling of two omega divided by tau minus ell plus two
10877,"\tau^{(\ell)}:= \left(\frac{\tau^2}{32\Omega}\right)^{\lceil \frac{2\Omega}\tau\rceil -\ell +2}\;,",eng,British: tau to the ell power equals open bracket tau squared over thirty-two omega close bracket raised to the ceiling of two omega over tau minus ell plus two
10880,n!_{q}:=1\otimes_{q}\cdots\otimes_{q}n.,eng,n factorial sub q is defined as one tensor sub q to n.
10881,n!_{q}:=1\otimes_{q}\cdots\otimes_{q}n.,eng,n factorial sub q colon equals one tensor sub q through n.
10884,"H(a,b) = \ln(M^{1/y}) = a(1 - b)\ln(a) + (a - 1)\ln(b).",eng,1. H of a comma b equals the natural log of M raised to the power of one over y equals a times one minus b times the natural log of a plus a minus one times the natural log of b.
10885,"H(a,b) = \ln(M^{1/y}) = a(1 - b)\ln(a) + (a - 1)\ln(b).",eng,"2. H open parenthesis a comma b close parenthesis, is equal to the logarithm of M raised to the power of one over y. This equals a multiplied by open parenthesis one minus b close parenthesis, multiplied by the natural log of a, plus open parenthesis a minus one close parenthesis, times the natural log of b."
10888,ab & =(aa)(bb)=(ab)(ab)=b(ab\cdot a)=a(b\cdot ab)\\ & =a(b\cdot ba)=a(a\cdot bb)=(bb)(aa)=ba.,eng,ay bee equals open paren ay ay close paren open paren bee bee close paren equals open paren ay bee close paren open paren ay bee close paren equals bee open paren ay bee dot ay close paren equals ay open paren bee dot ay bee close paren equals ay open paren bee dot bee ay close paren equals ay open paren ay dot bee bee close paren equals open paren bee bee close paren open paren ay ay close paren equals bee ay.
